class,clip_id,split,n_frames_orig,frame_idx_min,frame_idx_max,token_type,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,label_id
leg extension,leg extension|num_190,train,10,1.0,91.0,numeric,data/leg extension/leg extension_1900001.jpg,data/leg extension/leg extension_1900011.jpg,data/leg extension/leg extension_1900021.jpg,data/leg extension/leg extension_1900031.jpg,data/leg extension/leg extension_1900041.jpg,data/leg extension/leg extension_1900051.jpg,data/leg extension/leg extension_1900061.jpg,data/leg extension/leg extension_1900071.jpg,data/leg extension/leg extension_1900081.jpg,data/leg extension/leg extension_1900091.jpg,data/leg extension/leg extension_1900091.jpg,data/leg extension/leg extension_1900091.jpg,data/leg extension/leg extension_1900091.jpg,data/leg extension/leg extension_1900091.jpg,data/leg extension/leg extension_1900091.jpg,data/leg extension/leg extension_1900091.jpg,10
leg extension,leg extension|num_20,train,27,1.0,261.0,numeric,data/leg extension/leg extension_200001.jpg,data/leg extension/leg extension_200011.jpg,data/leg extension/leg extension_200031.jpg,data/leg extension/leg extension_200051.jpg,data/leg extension/leg extension_200061.jpg,data/leg extension/leg extension_200081.jpg,data/leg extension/leg extension_200101.jpg,data/leg extension/leg extension_200121.jpg,data/leg extension/leg extension_200131.jpg,data/leg extension/leg extension_200151.jpg,data/leg extension/leg extension_200171.jpg,data/leg extension/leg extension_200191.jpg,data/leg extension/leg extension_200201.jpg,data/leg extension/leg extension_200221.jpg,data/leg extension/leg extension_200241.jpg,data/leg extension/leg extension_200261.jpg,10
leg extension,leg extension|num_200,train,37,1.0,361.0,numeric,data/leg extension/leg extension_2000001.jpg,data/leg extension/leg extension_2000021.jpg,data/leg extension/leg extension_2000041.jpg,data/leg extension/leg extension_2000071.jpg,data/leg extension/leg extension_2000091.jpg,data/leg extension/leg extension_2000121.jpg,data/leg extension/leg extension_2000141.jpg,data/leg extension/leg extension_2000161.jpg,data/leg extension/leg extension_2000191.jpg,data/leg extension/leg extension_2000211.jpg,data/leg extension/leg extension_2000241.jpg,data/leg extension/leg extension_2000261.jpg,data/leg extension/leg extension_2000281.jpg,data/leg extension/leg extension_2000311.jpg,data/leg extension/leg extension_2000331.jpg,data/leg extension/leg extension_2000361.jpg,10
leg extension,leg extension|num_210,train,14,1.0,131.0,numeric,data/leg extension/leg extension_2100001.jpg,data/leg extension/leg extension_2100011.jpg,data/leg extension/leg extension_2100021.jpg,data/leg extension/leg extension_2100031.jpg,data/leg extension/leg extension_2100041.jpg,data/leg extension/leg extension_2100051.jpg,data/leg extension/leg extension_2100061.jpg,data/leg extension/leg extension_2100071.jpg,data/leg extension/leg extension_2100081.jpg,data/leg extension/leg extension_2100091.jpg,data/leg extension/leg extension_2100101.jpg,data/leg extension/leg extension_2100111.jpg,data/leg extension/leg extension_2100121.jpg,data/leg extension/leg extension_2100131.jpg,data/leg extension/leg extension_2100131.jpg,data/leg extension/leg extension_2100131.jpg,10
leg extension,leg extension|num_220,train,19,1.0,181.0,numeric,data/leg extension/leg extension_2200001.jpg,data/leg extension/leg extension_2200011.jpg,data/leg extension/leg extension_2200021.jpg,data/leg extension/leg extension_2200031.jpg,data/leg extension/leg extension_2200041.jpg,data/leg extension/leg extension_2200061.jpg,data/leg extension/leg extension_2200071.jpg,data/leg extension/leg extension_2200081.jpg,data/leg extension/leg extension_2200091.jpg,data/leg extension/leg extension_2200101.jpg,data/leg extension/leg extension_2200121.jpg,data/leg extension/leg extension_2200131.jpg,data/leg extension/leg extension_2200141.jpg,data/leg extension/leg extension_2200151.jpg,data/leg extension/leg extension_2200161.jpg,data/leg extension/leg extension_2200181.jpg,10
leg extension,leg extension|num_230,train,18,1.0,171.0,numeric,data/leg extension/leg extension_2300001.jpg,data/leg extension/leg extension_2300011.jpg,data/leg extension/leg extension_2300021.jpg,data/leg extension/leg extension_2300031.jpg,data/leg extension/leg extension_2300041.jpg,data/leg extension/leg extension_2300051.jpg,data/leg extension/leg extension_2300061.jpg,data/leg extension/leg extension_2300071.jpg,data/leg extension/leg extension_2300091.jpg,data/leg extension/leg extension_2300101.jpg,data/leg extension/leg extension_2300111.jpg,data/leg extension/leg extension_2300121.jpg,data/leg extension/leg extension_2300131.jpg,data/leg extension/leg extension_2300141.jpg,data/leg extension/leg extension_2300151.jpg,data/leg extension/leg extension_2300171.jpg,10
leg extension,leg extension|num_240,train,22,1.0,211.0,numeric,data/leg extension/leg extension_2400001.jpg,data/leg extension/leg extension_2400011.jpg,data/leg extension/leg extension_2400021.jpg,data/leg extension/leg extension_2400041.jpg,data/leg extension/leg extension_2400051.jpg,data/leg extension/leg extension_2400071.jpg,data/leg extension/leg extension_2400081.jpg,data/leg extension/leg extension_2400091.jpg,data/leg extension/leg extension_2400111.jpg,data/leg extension/leg extension_2400121.jpg,data/leg extension/leg extension_2400141.jpg,data/leg extension/leg extension_2400151.jpg,data/leg extension/leg extension_2400161.jpg,data/leg extension/leg extension_2400181.jpg,data/leg extension/leg extension_2400191.jpg,data/leg extension/leg extension_2400211.jpg,10
leg extension,leg extension|num_250,train,20,1.0,191.0,numeric,data/leg extension/leg extension_2500001.jpg,data/leg extension/leg extension_2500011.jpg,data/leg extension/leg extension_2500021.jpg,data/leg extension/leg extension_2500031.jpg,data/leg extension/leg extension_2500051.jpg,data/leg extension/leg extension_2500061.jpg,data/leg extension/leg extension_2500071.jpg,data/leg extension/leg extension_2500081.jpg,data/leg extension/leg extension_2500101.jpg,data/leg extension/leg extension_2500111.jpg,data/leg extension/leg extension_2500121.jpg,data/leg extension/leg extension_2500131.jpg,data/leg extension/leg extension_2500151.jpg,data/leg extension/leg extension_2500161.jpg,data/leg extension/leg extension_2500171.jpg,data/leg extension/leg extension_2500191.jpg,10
leg extension,leg extension|num_30,train,35,1.0,341.0,numeric,data/leg extension/leg extension_300001.jpg,data/leg extension/leg extension_300021.jpg,data/leg extension/leg extension_300041.jpg,data/leg extension/leg extension_300061.jpg,data/leg extension/leg extension_300091.jpg,data/leg extension/leg extension_300111.jpg,data/leg extension/leg extension_300131.jpg,data/leg extension/leg extension_300151.jpg,data/leg extension/leg extension_300181.jpg,data/leg extension/leg extension_300201.jpg,data/leg extension/leg extension_300221.jpg,data/leg extension/leg extension_300241.jpg,data/leg extension/leg extension_300271.jpg,data/leg extension/leg extension_300291.jpg,data/leg extension/leg extension_300311.jpg,data/leg extension/leg extension_300341.jpg,10
leg extension,leg extension|num_40,train,35,1.0,341.0,numeric,data/leg extension/leg extension_400001.jpg,data/leg extension/leg extension_400021.jpg,data/leg extension/leg extension_400041.jpg,data/leg extension/leg extension_400061.jpg,data/leg extension/leg extension_400091.jpg,data/leg extension/leg extension_400111.jpg,data/leg extension/leg extension_400131.jpg,data/leg extension/leg extension_400151.jpg,data/leg extension/leg extension_400181.jpg,data/leg extension/leg extension_400201.jpg,data/leg extension/leg extension_400221.jpg,data/leg extension/leg extension_400241.jpg,data/leg extension/leg extension_400271.jpg,data/leg extension/leg extension_400291.jpg,data/leg extension/leg extension_400311.jpg,data/leg extension/leg extension_400341.jpg,10
leg extension,leg extension|num_50,train,35,1.0,341.0,numeric,data/leg extension/leg extension_500001.jpg,data/leg extension/leg extension_500021.jpg,data/leg extension/leg extension_500041.jpg,data/leg extension/leg extension_500061.jpg,data/leg extension/leg extension_500091.jpg,data/leg extension/leg extension_500111.jpg,data/leg extension/leg extension_500131.jpg,data/leg extension/leg extension_500151.jpg,data/leg extension/leg extension_500181.jpg,data/leg extension/leg extension_500201.jpg,data/leg extension/leg extension_500221.jpg,data/leg extension/leg extension_500241.jpg,data/leg extension/leg extension_500271.jpg,data/leg extension/leg extension_500291.jpg,data/leg extension/leg extension_500311.jpg,data/leg extension/leg extension_500341.jpg,10
leg extension,leg extension|num_60,train,35,1.0,341.0,numeric,data/leg extension/leg extension_600001.jpg,data/leg extension/leg extension_600021.jpg,data/leg extension/leg extension_600041.jpg,data/leg extension/leg extension_600061.jpg,data/leg extension/leg extension_600091.jpg,data/leg extension/leg extension_600111.jpg,data/leg extension/leg extension_600131.jpg,data/leg extension/leg extension_600151.jpg,data/leg extension/leg extension_600181.jpg,data/leg extension/leg extension_600201.jpg,data/leg extension/leg extension_600221.jpg,data/leg extension/leg extension_600241.jpg,data/leg extension/leg extension_600271.jpg,data/leg extension/leg extension_600291.jpg,data/leg extension/leg extension_600311.jpg,data/leg extension/leg extension_600341.jpg,10
leg extension,leg extension|num_70,train,8,1.0,71.0,numeric,data/leg extension/leg extension_700001.jpg,data/leg extension/leg extension_700011.jpg,data/leg extension/leg extension_700021.jpg,data/leg extension/leg extension_700031.jpg,data/leg extension/leg extension_700041.jpg,data/leg extension/leg extension_700051.jpg,data/leg extension/leg extension_700061.jpg,data/leg extension/leg extension_700071.jpg,data/leg extension/leg extension_700071.jpg,data/leg extension/leg extension_700071.jpg,data/leg extension/leg extension_700071.jpg,data/leg extension/leg extension_700071.jpg,data/leg extension/leg extension_700071.jpg,data/leg extension/leg extension_700071.jpg,data/leg extension/leg extension_700071.jpg,data/leg extension/leg extension_700071.jpg,10
leg extension,leg extension|num_80,train,16,1.0,151.0,numeric,data/leg extension/leg extension_800001.jpg,data/leg extension/leg extension_800011.jpg,data/leg extension/leg extension_800021.jpg,data/leg extension/leg extension_800031.jpg,data/leg extension/leg extension_800041.jpg,data/leg extension/leg extension_800051.jpg,data/leg extension/leg extension_800061.jpg,data/leg extension/leg extension_800071.jpg,data/leg extension/leg extension_800081.jpg,data/leg extension/leg extension_800091.jpg,data/leg extension/leg extension_800101.jpg,data/leg extension/leg extension_800111.jpg,data/leg extension/leg extension_800121.jpg,data/leg extension/leg extension_800131.jpg,data/leg extension/leg extension_800141.jpg,data/leg extension/leg extension_800151.jpg,10
leg extension,leg extension|num_90,train,6,1.0,51.0,numeric,data/leg extension/leg extension_900001.jpg,data/leg extension/leg extension_900011.jpg,data/leg extension/leg extension_900021.jpg,data/leg extension/leg extension_900031.jpg,data/leg extension/leg extension_900041.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,data/leg extension/leg extension_900051.jpg,10
leg raises,leg raises|g1,train,1,,,alpha_num,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,data/leg raises/leg raises_g1.jpg,11
leg raises,leg raises|g10,train,1,,,alpha_num,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,data/leg raises/leg raises_g10.jpg,11
leg raises,leg raises|g11,train,1,,,alpha_num,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,data/leg raises/leg raises_g11.jpg,11
leg raises,leg raises|g12,train,1,,,alpha_num,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,data/leg raises/leg raises_g12.jpg,11
leg raises,leg raises|g13,train,1,,,alpha_num,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,data/leg raises/leg raises_g13.jpg,11
leg raises,leg raises|g14,train,1,,,alpha_num,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,data/leg raises/leg raises_g14.jpg,11
leg raises,leg raises|g15,val,1,,,alpha_num,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,data/leg raises/leg raises_g15.jpg,11
leg raises,leg raises|g16,train,1,,,alpha_num,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,data/leg raises/leg raises_g16.jpg,11
leg raises,leg raises|g17,val,1,,,alpha_num,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,data/leg raises/leg raises_g17.jpg,11
leg raises,leg raises|g18,train,1,,,alpha_num,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,data/leg raises/leg raises_g18.jpg,11
leg raises,leg raises|g19,train,1,,,alpha_num,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,data/leg raises/leg raises_g19.jpg,11
leg raises,leg raises|g2,train,1,,,alpha_num,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,data/leg raises/leg raises_g2.jpg,11
leg raises,leg raises|g20,train,1,,,alpha_num,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,data/leg raises/leg raises_g20.jpg,11
leg raises,leg raises|g21,train,1,,,alpha_num,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,data/leg raises/leg raises_g21.jpg,11
leg raises,leg raises|g22,train,1,,,alpha_num,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,data/leg raises/leg raises_g22.jpg,11
leg raises,leg raises|g23,train,1,,,alpha_num,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,data/leg raises/leg raises_g23.jpg,11
leg raises,leg raises|g3,train,1,,,alpha_num,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,data/leg raises/leg raises_g3.jpg,11
leg raises,leg raises|g4,train,1,,,alpha_num,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,data/leg raises/leg raises_g4.jpg,11
leg raises,leg raises|g5,train,1,,,alpha_num,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,data/leg raises/leg raises_g5.jpg,11
leg raises,leg raises|g6,train,1,,,alpha_num,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,data/leg raises/leg raises_g6.jpg,11
leg raises,leg raises|g7,train,1,,,alpha_num,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,data/leg raises/leg raises_g7.jpg,11
leg raises,leg raises|g8,train,1,,,alpha_num,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,data/leg raises/leg raises_g8.jpg,11
leg raises,leg raises|g9,train,1,,,alpha_num,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,data/leg raises/leg raises_g9.jpg,11
leg raises,leg raises|num_10,train,36,1.0,351.0,numeric,data/leg raises/leg raises_100001.jpg,data/leg raises/leg raises_100021.jpg,data/leg raises/leg raises_100041.jpg,data/leg raises/leg raises_100071.jpg,data/leg raises/leg raises_100091.jpg,data/leg raises/leg raises_100111.jpg,data/leg raises/leg raises_100141.jpg,data/leg raises/leg raises_100161.jpg,data/leg raises/leg raises_100181.jpg,data/leg raises/leg raises_100211.jpg,data/leg raises/leg raises_100231.jpg,data/leg raises/leg raises_100251.jpg,data/leg raises/leg raises_100281.jpg,data/leg raises/leg raises_100301.jpg,data/leg raises/leg raises_100321.jpg,data/leg raises/leg raises_100351.jpg,11
leg raises,leg raises|num_100,train,18,1.0,171.0,numeric,data/leg raises/leg raises_1000001.jpg,data/leg raises/leg raises_1000011.jpg,data/leg raises/leg raises_1000021.jpg,data/leg raises/leg raises_1000031.jpg,data/leg raises/leg raises_1000041.jpg,data/leg raises/leg raises_1000051.jpg,data/leg raises/leg raises_1000061.jpg,data/leg raises/leg raises_1000071.jpg,data/leg raises/leg raises_1000091.jpg,data/leg raises/leg raises_1000101.jpg,data/leg raises/leg raises_1000111.jpg,data/leg raises/leg raises_1000121.jpg,data/leg raises/leg raises_1000131.jpg,data/leg raises/leg raises_1000141.jpg,data/leg raises/leg raises_1000151.jpg,data/leg raises/leg raises_1000171.jpg,11
leg raises,leg raises|num_110,train,24,11.0,241.0,numeric,data/leg raises/leg raises_1100011.jpg,data/leg raises/leg raises_1100021.jpg,data/leg raises/leg raises_1100041.jpg,data/leg raises/leg raises_1100051.jpg,data/leg raises/leg raises_1100071.jpg,data/leg raises/leg raises_1100081.jpg,data/leg raises/leg raises_1100101.jpg,data/leg raises/leg raises_1100111.jpg,data/leg raises/leg raises_1100131.jpg,data/leg raises/leg raises_1100141.jpg,data/leg raises/leg raises_1100161.jpg,data/leg raises/leg raises_1100171.jpg,data/leg raises/leg raises_1100191.jpg,data/leg raises/leg raises_1100201.jpg,data/leg raises/leg raises_1100221.jpg,data/leg raises/leg raises_1100241.jpg,11
